make,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
bmw, 2 Series,2016,15499,Manual,11448,Petrol,145,47.1,1.5
bmw, 3 Series,2016,16212,Automatic,31499,Diesel,145,54.3,3.0
bmw, 1 Series,2019,15199,Manual,10844,Petrol,145,53.3,1.5
bmw, X1,2016,17499,Automatic,35421,Diesel,145,55.4,2.0
bmw, 6 Series,2017,29991,Automatic,28879,Petrol,145,31.0,4.4
bmw, 3 Series,2019,29488,Automatic,7935,Diesel,145,48.7,2.0
bmw, 2 Series,2017,17988,Manual,19837,Petrol,150,47.1,1.5
bmw, 2 Series,2019,23447,Automatic,2231,Petrol,145,50.4,2.0
bmw, M4,2020,45488,Automatic,10,Petrol,150,34.0,3.0
bmw, M4,2020,49488,Automatic,10,Petrol,150,34.0,3.0
bmw, 4 Series,2017,25488,Automatic,23910,Petrol,145,41.5,3.0
bmw, 1 Series,2019,16499,Automatic,7559,Petrol,145,55.5,1.5
bmw, X3,2015,18999,Automatic,21512,Diesel,145,54.3,2.0
bmw, 4 Series,2018,26488,Automatic,21770,Petrol,145,41.5,3.0
bmw, 5 Series,2018,28988,Automatic,40820,Petrol,145,39.2,3.0
bmw, X3,2020,34988,Automatic,5000,Diesel,145,54.3,2.0
bmw, 3 Series,2019,28988,Automatic,4673,Diesel,145,48.7,2.0
bmw, 1 Series,2019,27988,Automatic,3574,Petrol,145,40.4,1.5
bmw, 1 Series,2019,28488,Automatic,6744,Petrol,145,40.4,1.5
bmw, 3 Series,2019,28488,Automatic,5741,Diesel,145,48.7,2.0
bmw, X5,2019,49488,Automatic,6560,Petrol,145,27.2,3.0
bmw, 6 Series,2019,35988,Automatic,3693,Diesel,145,47.9,3.0
bmw, X5,2019,49488,Automatic,6748,Petrol,145,27.2,3.0
bmw, X1,2020,28488,Manual,5000,Diesel,145,40.4,2.0
bmw, 3 Series,2016,18788,Automatic,49477,Diesel,145,53.3,3.0
bmw, 3 Series,2017,23488,Automatic,16730,Diesel,145,51.4,3.0
bmw, 2 Series,2016,14718,Manual,23130,Petrol,145,47.1,1.5
bmw, X3,2019,33988,Automatic,7765,Diesel,145,54.3,2.0
bmw, 3 Series,2018,22988,Automatic,21276,Diesel,145,56.5,3.0
bmw, 5 Series,2017,27488,Automatic,23500,Petrol,145,39.2,3.0
bmw, 3 Series,2019,24988,Automatic,6332,Diesel,145,54.3,2.0
bmw, 1 Series,2019,30488,Automatic,5000,Petrol,145,34.5,2.0
bmw, 1 Series,2019,26988,Automatic,5000,Diesel,145,51.4,2.0
bmw, M4,2019,44988,Automatic,5000,Petrol,145,34.0,3.0
bmw, X2,2019,28988,Automatic,9401,Diesel,145,58.9,2.0
bmw, 1 Series,2020,25988,Automatic,5000,Petrol,145,40.4,1.5
bmw, 3 Series,2017,24488,Automatic,24122,Diesel,145,51.4,3.0
bmw, 1 Series,2019,24488,Automatic,7932,Petrol,145,47.9,2.0
bmw, 1 Series,2017,21988,Manual,10417,Petrol,145,36.2,3.0
bmw, 3 Series,2017,26488,Automatic,16074,Diesel,145,49.6,3.0
bmw, M4,2018,36991,Manual,9662,Petrol,145,31.0,3.0
bmw, 3 Series,2018,24988,Automatic,23288,Diesel,145,51.4,3.0
bmw, X2,2019,27988,Automatic,5599,Petrol,145,39.2,2.0
bmw, 2 Series,2020,26988,Automatic,5000,Petrol,145,47.9,2.0
bmw, 1 Series,2014,10400,Automatic,25975,Petrol,145,48.7,1.6
bmw, 2 Series,2020,34988,Automatic,5000,Petrol,145,36.2,2.0
bmw, X1,2016,18988,Automatic,38635,Diesel,145,55.4,2.0
bmw, 2 Series,2020,26988,Automatic,1221,Diesel,145,49.6,2.0
bmw, 2 Series,2020,24988,Automatic,5000,Diesel,145,48.7,2.0
bmw, 2 Series,2019,27988,Automatic,2290,Petrol,145,46.3,2.0
bmw, X3,2017,28988,Automatic,22800,Diesel,150,48.7,3.0
bmw, M4,2020,47488,Automatic,10,Petrol,150,34.0,3.0
bmw, X3,2014,12795,Automatic,72430,Diesel,145,54.3,2.0
bmw, X1,2017,19488,Automatic,34959,Petrol,150,44.8,2.0
bmw, 3 Series,2017,21988,Automatic,41741,Diesel,150,51.4,3.0
bmw, X1,2016,16799,Automatic,50296,Diesel,145,55.4,2.0
bmw, X1,2018,21995,Automatic,2500,Petrol,150,46.3,1.5
bmw, X1,2010,6695,Manual,64000,Diesel,145,54.3,2.0
bmw, 1 Series,2014,8290,Manual,65106,Petrol,145,50.4,1.6
bmw, 5 Series,2014,14695,Automatic,56000,Diesel,145,53.3,3.0
bmw, 1 Series,2017,15750,Manual,6290,Petrol,145,36.2,3.0
bmw, X2,2019,28988,Automatic,7893,Diesel,145,58.9,2.0
bmw, 3 Series,2017,17950,Automatic,43000,Diesel,145,53.3,3.0
bmw, M4,2018,34990,Automatic,9210,Petrol,145,34.0,3.0
bmw, 5 Series,2013,12950,Automatic,57604,Diesel,150,55.4,3.0
bmw, 3 Series,2017,15500,Automatic,54590,Petrol,150,47.9,2.0
bmw, 1 Series,2013,7475,Manual,65000,Petrol,150,49.6,1.6
bmw, 5 Series,2011,9975,Automatic,74000,Diesel,145,53.3,2.0
bmw, 1 Series,2012,7375,Manual,60000,Petrol,145,49.6,1.6
bmw, 5 Series,2010,7475,Manual,75000,Diesel,145,55.4,2.0
bmw, 1 Series,2012,10975,Manual,45000,Diesel,145,56.5,2.0
bmw, 1 Series,2018,21999,Automatic,16475,Petrol,145,39.8,3.0
bmw, 4 Series,2015,13500,Manual,44748,Diesel,145,53.3,2.0
bmw, 5 Series,2013,9950,Manual,70000,Diesel,145,55.4,2.0
bmw, 5 Series,2010,7975,Automatic,70000,Diesel,145,54.3,2.0
bmw, X1,2017,22999,Automatic,25190,Petrol,145,44.8,2.0
bmw, 4 Series,2015,14999,Manual,36781,Diesel,145,53.3,2.0
bmw, 7 Series,2017,25599,Automatic,25014,Diesel,145,57.6,3.0
bmw, 1 Series,2018,17999,Automatic,9945,Petrol,145,36.7,1.5
bmw, 1 Series,2017,20999,Automatic,15887,Petrol,145,39.8,3.0
bmw, 2 Series,2018,18999,Automatic,3924,Petrol,145,50.4,1.5
bmw, 3 Series,2018,17199,Automatic,13138,Petrol,145,54.3,1.5
bmw, 1 Series,2019,15989,Automatic,5771,Petrol,145,55.5,1.5
bmw, X3,2015,17999,Automatic,39744,Diesel,145,54.3,2.0
bmw, 4 Series,2017,19999,Automatic,26162,Diesel,145,58.9,2.0
bmw, 1 Series,2013,10599,Automatic,21061,Petrol,145,48.7,1.6
bmw, X4,2016,19250,Automatic,43751,Diesel,145,54.3,2.0
bmw, 6 Series,2017,24499,Automatic,28062,Diesel,145,48.7,3.0
bmw, 1 Series,2013,10999,Manual,32097,Petrol,145,50.4,1.6
bmw, 1 Series,2017,11999,Manual,19108,Petrol,145,56.5,1.5
bmw, 2 Series,2016,15199,Automatic,66543,Diesel,145,55.4,2.0
bmw, 4 Series,2018,18899,Manual,12086,Petrol,145,46.3,2.0
bmw, 7 Series,2015,23499,Automatic,65218,Diesel,145,54.3,3.0
bmw, X4,2016,20000,Automatic,52135,Diesel,145,54.3,2.0
bmw, 3 Series,2017,14999,Manual,27890,Diesel,145,57.6,2.0
bmw, 2 Series,2014,10360,Automatic,45868,Petrol,145,47.1,2.0
bmw, 1 Series,2014,9999,Manual,42994,Petrol,145,50.4,1.6
bmw, X3,2017,21299,Automatic,33610,Diesel,145,54.3,2.0
bmw, 2 Series,2016,12700,Automatic,48841,Petrol,145,46.3,2.0
bmw, X5,2017,31499,Automatic,23646,Diesel,145,47.1,3.0
bmw, 1 Series,2019,15989,Automatic,12212,Petrol,145,55.5,1.5
bmw, X2,2018,23465,Automatic,11941,Diesel,145,58.9,2.0
bmw, 5 Series,2019,22495,Automatic,21101,Petrol,150,50.4,2.0
bmw, 4 Series,2018,19000,Automatic,7970,Petrol,145,44.1,2.0
bmw, 3 Series,2018,18999,Automatic,15377,Diesel,145,56.5,3.0
bmw, 1 Series,2017,12499,Manual,20064,Petrol,145,53.3,1.5
bmw, X3,2017,23499,Automatic,26986,Diesel,145,54.3,2.0
bmw, 2 Series,2018,15199,Manual,14228,Petrol,145,52.3,1.5
bmw, 1 Series,2014,10999,Automatic,38809,Petrol,145,48.7,1.6
bmw, 1 Series,2017,20299,Automatic,35259,Petrol,145,39.8,3.0
bmw, 5 Series,2013,11995,Automatic,70000,Diesel,145,55.4,2.0
bmw, 1 Series,2016,15495,Automatic,31000,Petrol,145,43.5,2.0
bmw, 2 Series,2017,14750,Automatic,10000,Petrol,145,55.4,1.5
bmw, 1 Series,2019,15989,Automatic,9567,Petrol,145,55.5,1.5
bmw, 1 Series,2019,15199,Manual,10374,Petrol,145,53.3,1.5
bmw, 5 Series,2013,14195,Automatic,38000,Diesel,150,55.4,2.0
bmw, 1 Series,2019,15199,Manual,10514,Petrol,145,53.3,1.5
bmw, 1 Series,2019,15989,Automatic,12192,Petrol,145,55.5,1.5
bmw, 7 Series,2017,29995,Automatic,73348,Diesel,145,54.3,3.0
bmw, 1 Series,2019,15199,Manual,11191,Petrol,145,53.3,1.5
bmw, 4 Series,2018,23999,Automatic,9544,Petrol,145,48.7,2.0
bmw, 2 Series,2019,19718,Manual,7378,Petrol,150,52.3,1.5
bmw, 1 Series,2017,15595,Automatic,24693,Petrol,145,54.3,1.5
bmw, 1 Series,2018,18999,Automatic,13760,Diesel,145,49.6,2.0
bmw, 3 Series,2016,16899,Automatic,45587,Diesel,145,53.3,3.0
bmw, X3,2015,18999,Automatic,42400,Diesel,150,54.3,2.0
bmw, X1,2018,22490,Automatic,11592,Petrol,145,44.8,2.0
bmw, X3,2019,33928,Automatic,1799,Diesel,150,54.3,2.0
bmw, 2 Series,2019,21540,Automatic,4802,Diesel,145,48.7,2.0
bmw, X3,2019,31449,Automatic,4726,Diesel,145,54.3,2.0
bmw, 4 Series,2019,24607,Automatic,3480,Diesel,145,58.9,2.0
bmw, 2 Series,2020,27989,Manual,3890,Petrol,145,43.5,1.5
bmw, 2 Series,2020,37989,Automatic,3890,Petrol,145,36.2,2.0
bmw, X1,2018,21309,Manual,1794,Petrol,150,51.4,1.5
bmw, X3,2019,32281,Automatic,2593,Diesel,145,54.3,2.0
bmw, 3 Series,2019,28348,Automatic,4884,Petrol,145,41.5,2.0
bmw, 4 Series,2017,18299,Automatic,19330,Petrol,150,44.8,2.0
bmw, 3 Series,2015,16275,Automatic,37676,Diesel,145,53.3,3.0
bmw, 3 Series,2011,11995,Manual,48000,Diesel,145,55.4,2.0
bmw, X3,2019,34000,Automatic,2483,Petrol,145,30.4,2.0
bmw, X3,2019,38000,Automatic,8794,Diesel,145,36.7,3.0
bmw, M4,2019,44889,Automatic,299,Petrol,145,32.5,3.0
bmw, 2 Series,2018,16500,Manual,17123,Petrol,150,52.3,1.5
bmw, X1,2019,20000,Manual,12159,Petrol,150,51.4,1.5
bmw, X3,2019,35000,Automatic,3252,Petrol,150,30.4,2.0
bmw, 1 Series,2017,12250,Manual,24757,Petrol,150,56.5,1.5
bmw, X5,2017,38000,Automatic,9038,Petrol,150,29.1,4.4
bmw, 2 Series,2019,21975,Automatic,9434,Diesel,145,48.7,2.0
bmw, X2,2019,23250,Automatic,8579,Petrol,145,42.2,1.5
bmw, X3,2019,30900,Automatic,2682,Petrol,145,30.4,2.0
bmw, X3,2019,30000,Automatic,6797,Petrol,145,30.4,2.0
bmw, 5 Series,2019,39889,Automatic,6890,Diesel,145,53.3,3.0
bmw, 3 Series,2019,25229,Automatic,6890,Diesel,145,48.7,2.0
bmw, 2 Series,2019,25449,Automatic,3890,Diesel,145,48.7,2.0
bmw, X4,2016,19490,Automatic,59000,Diesel,145,54.3,2.0
bmw, 3 Series,2013,9490,Automatic,46000,Petrol,145,47.9,1.6
bmw, X3,2016,20990,Automatic,23000,Diesel,145,54.3,2.0
bmw, 3 Series,2017,19799,Automatic,27273,Diesel,145,56.5,3.0
bmw, 4 Series,2019,25500,Automatic,3250,Petrol,145,48.7,2.0
bmw, M4,2019,40000,Automatic,1326,Petrol,145,34.0,3.0
bmw, 4 Series,2019,25949,Automatic,1510,Petrol,145,48.7,2.0
bmw, 2 Series,2019,26750,Automatic,4259,Petrol,145,39.8,3.0
bmw, 1 Series,2019,30000,Automatic,8501,Petrol,145,34.5,2.0
bmw, 3 Series,2016,16995,Automatic,61630,Diesel,145,53.3,3.0
bmw, 4 Series,2019,24900,Automatic,4980,Petrol,145,45.6,2.0
bmw, 1 Series,2017,14925,Manual,31000,Petrol,145,46.3,2.0
bmw, 1 Series,2017,21100,Automatic,11360,Petrol,145,39.8,3.0
bmw, X6,2017,36000,Automatic,31931,Petrol,145,29.1,4.4
bmw, X5,2017,32000,Automatic,29183,Diesel,150,47.1,3.0
bmw, X3,2017,20500,Automatic,30448,Diesel,150,54.3,2.0
bmw, X4,2015,17990,Automatic,66000,Diesel,145,54.3,2.0
bmw, X6,2017,31990,Automatic,42000,Diesel,150,42.8,3.0
bmw, X5,2017,27500,Automatic,9748,Diesel,150,47.9,3.0
bmw, X3,2017,23250,Automatic,10897,Diesel,150,54.3,2.0
bmw, 1 Series,2017,19450,Automatic,45000,Petrol,150,39.8,3.0
bmw, 3 Series,2014,14990,Manual,27000,Diesel,150,55.4,2.0
bmw, X3,2017,20500,Automatic,32248,Diesel,145,54.3,2.0
bmw, 3 Series,2016,18990,Automatic,30000,Diesel,145,56.5,3.0
bmw, X6,2018,34990,Automatic,40000,Diesel,145,40.9,3.0
bmw, 3 Series,2017,21990,Automatic,24000,Diesel,145,51.4,3.0
bmw, X4,2019,34990,Automatic,7000,Diesel,150,42.8,2.0
bmw, X1,2016,19990,Automatic,20000,Diesel,150,56.5,2.0
bmw, 5 Series,2017,30995,Automatic,38089,Petrol,145,39.2,3.0
bmw, 3 Series,2015,18995,Automatic,31500,Diesel,140,56.5,3.0
bmw, 5 Series,2017,27495,Automatic,43503,Diesel,145,53.3,3.0
bmw, M4,2019,40950,Semi-Auto,12000,Petrol,145,34.0,3.0
bmw, 1 Series,2014,11990,Automatic,24500,Petrol,145,48.7,1.6
bmw, 1 Series,2017,21490,Automatic,20000,Petrol,150,39.8,3.0
bmw, 3 Series,2017,15200,Automatic,19147,Petrol,145,47.9,2.0
bmw, 2 Series,2018,18400,Automatic,12004,Petrol,145,50.4,1.5
bmw, X3,2016,19000,Automatic,22492,Diesel,145,54.3,2.0
bmw, X5,2017,27000,Automatic,21470,Diesel,145,45.6,3.0
bmw, X3,2017,19980,Automatic,55780,Diesel,150,54.3,2.0
bmw, 3 Series,2018,24000,Automatic,15331,Petrol,145,40.4,3.0
bmw, X5,2019,44000,Automatic,11900,Diesel,145,37.7,3.0
bmw, X5,2017,31000,Automatic,30749,Diesel,145,47.1,3.0
bmw, X5,2017,29950,Automatic,23000,Diesel,145,50.4,2.0
bmw, 1 Series,2017,17448,Automatic,8000,Petrol,150,54.3,1.5
bmw, M2,2018,23495,Automatic,17000,Petrol,145,39.8,3.0
bmw, M2,2018,39995,Semi-Auto,6120,Petrol,150,29.1,3.0
bmw, 1 Series,2018,14750,Automatic,24791,Petrol,150,55.5,1.5
bmw, M4,2018,36440,Automatic,16000,Petrol,150,34.0,3.0
bmw, X2,2019,28000,Automatic,2920,Diesel,150,58.9,2.0
bmw, M4,2017,32000,Automatic,24905,Petrol,150,34.0,3.0
bmw, 2 Series,2019,19190,Automatic,12790,Diesel,145,51.4,2.0
bmw, X2,2019,21400,Automatic,11151,Petrol,145,40.4,2.0
bmw, 5 Series,2018,19500,Automatic,37281,Petrol,145,50.4,2.0
bmw, 5 Series,2018,19500,Automatic,42226,Petrol,145,50.4,2.0
bmw, 3 Series,2018,17000,Automatic,10877,Petrol,145,54.3,1.5
bmw, 1 Series,2017,21880,Automatic,25611,Petrol,145,39.8,3.0
bmw, X5,2019,48000,Automatic,7513,Diesel,150,37.7,3.0
bmw, 2 Series,2018,17890,Automatic,9370,Petrol,150,40.9,1.5
bmw, 2 Series,2020,31590,Manual,980,Petrol,145,43.5,1.5
bmw, 1 Series,2013,9880,Automatic,53346,Petrol,145,48.7,1.6
bmw, X1,2017,19490,Automatic,27988,Diesel,145,57.6,2.0
bmw, X2,2018,23000,Automatic,10369,Diesel,145,58.9,2.0
bmw, 2 Series,2020,25000,Automatic,2980,Petrol,145,40.9,1.5
bmw, X1,2014,12880,Automatic,38206,Diesel,145,56.5,2.0
bmw, 3 Series,2018,26000,Automatic,11261,Petrol,145,41.5,3.0
bmw, X4,2016,21400,Automatic,44352,Diesel,150,54.3,2.0
bmw, X4,2017,23900,Automatic,23604,Diesel,150,54.3,2.0
bmw, X3,2016,16250,Automatic,74838,Diesel,145,54.3,2.0
bmw, 1 Series,2019,16900,Automatic,4176,Petrol,145,55.5,1.5
bmw, 1 Series,2019,18700,Automatic,9520,Petrol,150,54.3,1.5
bmw, 4 Series,2018,18300,Automatic,37491,Petrol,145,45.6,2.0
bmw, 3 Series,2018,15000,Automatic,39758,Petrol,145,51.4,2.0
bmw, 1 Series,2017,13200,Automatic,24614,Petrol,150,58.9,1.5
bmw, X2,2020,33890,Automatic,1980,Petrol,145,34.0,2.0
bmw, X3,2016,18850,Automatic,56782,Diesel,145,54.3,2.0
bmw, 2 Series,2019,21390,Automatic,9490,Petrol,145,39.2,1.5
bmw, 7 Series,2019,47890,Automatic,7414,Diesel,145,44.8,3.0
bmw, X3,2017,24390,Automatic,23389,Diesel,150,54.3,2.0
bmw, 2 Series,2017,15100,Manual,31265,Petrol,145,47.1,1.5
bmw, X3,2017,21700,Automatic,21617,Diesel,150,54.3,2.0
bmw, 3 Series,2017,12750,Manual,41732,Petrol,145,48.7,2.0
bmw, 7 Series,2016,26800,Automatic,30194,Diesel,150,54.3,3.0
bmw, 2 Series,2018,17400,Automatic,7209,Petrol,150,40.9,1.5
bmw, X4,2016,21900,Automatic,20737,Diesel,145,54.3,2.0
bmw, 4 Series,2019,25995,Automatic,5000,Petrol,150,45.6,2.0
bmw, X5,2015,21000,Automatic,32352,Diesel,150,53.3,2.0
bmw, 3 Series,2014,13200,Automatic,58436,Diesel,145,56.5,2.0
bmw, 5 Series,2019,24400,Automatic,32025,Petrol,150,47.9,2.0
bmw, 2 Series,2017,14600,Automatic,24170,Petrol,145,53.3,1.5
bmw, 1 Series,2018,16700,Manual,16411,Diesel,145,49.6,2.0
bmw, X3,2016,20800,Automatic,26464,Diesel,145,54.3,2.0
bmw, 1 Series,2017,14300,Manual,21323,Petrol,145,52.3,1.5
bmw, X3,2016,18800,Automatic,46911,Diesel,150,54.3,2.0
bmw, 4 Series,2017,16500,Automatic,62368,Diesel,150,58.9,2.0
bmw, 1 Series,2018,14800,Manual,22961,Petrol,145,37.2,1.5
bmw, 3 Series,2013,9500,Manual,32122,Petrol,145,47.9,1.6
bmw, 3 Series,2017,12200,Manual,50649,Petrol,145,48.7,2.0
bmw, 4 Series,2017,20900,Automatic,18098,Petrol,145,48.7,2.0
bmw, 3 Series,2017,15800,Manual,28588,Petrol,145,45.6,2.0
bmw, 3 Series,2016,16600,Automatic,23114,Diesel,145,53.3,3.0
bmw, 3 Series,2016,15600,Automatic,45900,Diesel,145,53.3,3.0
bmw, 5 Series,2013,12200,Automatic,62009,Diesel,145,55.4,2.0
bmw, 3 Series,2013,9400,Automatic,46577,Petrol,150,47.9,1.6
bmw, 3 Series,2017,17300,Automatic,27288,Petrol,150,46.3,2.0
bmw, X1,2017,16400,Automatic,64842,Diesel,145,57.6,2.0
bmw, 3 Series,2017,16600,Manual,21478,Diesel,145,58.9,2.0
bmw, X3,2017,14900,Automatic,53325,Diesel,145,54.3,2.0
bmw, 1 Series,2017,16450,Automatic,20194,Petrol,150,47.9,2.0
bmw, 4 Series,2018,18500,Automatic,21387,Petrol,150,48.7,2.0
bmw, 3 Series,2016,15800,Automatic,25598,Diesel,150,54.3,3.0
bmw, X3,2017,16950,Automatic,51206,Diesel,145,54.3,2.0
bmw, X1,2018,17900,Automatic,38209,Petrol,150,46.3,1.5
bmw, X3,2016,19950,Automatic,33309,Diesel,145,54.3,2.0
bmw, 3 Series,2017,13300,Manual,20983,Petrol,145,52.3,1.5
bmw, 3 Series,2017,15000,Automatic,14173,Petrol,145,54.3,1.5
bmw, 5 Series,2014,12700,Automatic,59239,Diesel,150,55.4,2.0
bmw, X3,2016,19000,Automatic,14739,Diesel,145,54.3,2.0
bmw, 3 Series,2017,18400,Automatic,28571,Diesel,145,53.3,3.0
bmw, 3 Series,2018,16600,Automatic,36287,Petrol,145,48.7,2.0
bmw, 3 Series,2017,21000,Automatic,21877,Diesel,150,51.4,3.0
bmw, X3,2017,19450,Automatic,17504,Diesel,145,54.3,2.0
bmw, 4 Series,2018,17900,Automatic,9482,Petrol,145,48.7,2.0
bmw, X4,2015,19500,Automatic,51532,Diesel,145,54.3,2.0
bmw, 1 Series,2018,14400,Automatic,9086,Petrol,145,37.2,1.5
bmw, 3 Series,2017,21400,Automatic,22865,Diesel,145,49.6,3.0
bmw, 1 Series,2018,20600,Automatic,32383,Petrol,145,32.5,3.0
bmw, 3 Series,2019,39590,Automatic,8426,Petrol,145,34.9,3.0
bmw, 4 Series,2017,17100,Automatic,18295,Petrol,145,48.7,2.0
bmw, 3 Series,2017,13100,Manual,32903,Petrol,145,48.7,2.0
bmw, X3,2016,14100,Automatic,74659,Diesel,145,54.3,2.0
bmw, X3,2017,19800,Automatic,44132,Diesel,145,54.3,2.0
bmw, 4 Series,2018,16100,Automatic,48052,Petrol,145,48.7,2.0
bmw, X4,2016,22750,Automatic,24881,Diesel,145,54.3,2.0
bmw, 1 Series,2013,7300,Manual,67444,Petrol,145,50.4,1.6
bmw, 3 Series,2016,13800,Automatic,55100,Diesel,145,54.3,3.0
bmw, 3 Series,2016,15000,Automatic,53745,Diesel,145,54.3,3.0
bmw, X1,2018,22000,Automatic,20017,Petrol,145,44.8,2.0
bmw, 2 Series,2017,15200,Automatic,23610,Petrol,150,51.4,1.5
bmw, 1 Series,2014,9999,Automatic,42927,Petrol,150,48.7,1.6
bmw, X3,2016,16800,Automatic,43956,Diesel,145,54.3,2.0
bmw, 4 Series,2018,17500,Automatic,50159,Petrol,150,48.7,2.0
bmw, 1 Series,2018,15750,Automatic,8404,Petrol,150,37.2,1.5
bmw, X1,2017,16900,Automatic,48364,Diesel,150,55.4,2.0
bmw, X1,2018,22500,Automatic,19063,Petrol,145,44.8,2.0
bmw, 3 Series,2016,12950,Manual,33301,Petrol,145,49.6,1.5
bmw, X3,2015,15450,Automatic,42437,Diesel,145,54.3,2.0
bmw, 1 Series,2018,15000,Automatic,8303,Petrol,145,37.2,1.5
bmw, X3,2016,18450,Automatic,25752,Diesel,145,54.3,2.0
bmw, 4 Series,2018,21300,Automatic,20024,Petrol,145,45.6,2.0
bmw, 3 Series,2017,12600,Manual,44596,Petrol,150,48.7,2.0
bmw, 3 Series,2015,11300,Automatic,74317,Diesel,150,55.4,2.0
bmw, X3,2017,21500,Automatic,35902,Diesel,150,54.3,2.0
bmw, 4 Series,2017,18300,Automatic,23772,Petrol,145,45.6,2.0
bmw, X3,2015,16750,Automatic,58802,Diesel,145,54.3,2.0
bmw, 2 Series,2017,14500,Automatic,24194,Petrol,145,53.3,1.5
bmw, 1 Series,2018,15500,Automatic,9877,Petrol,145,37.2,1.5
bmw, X5,2019,43500,Automatic,15753,Petrol,145,27.2,3.0
bmw, 3 Series,2016,12400,Manual,33270,Petrol,150,48.7,2.0
bmw, 1 Series,2018,20800,Automatic,20819,Petrol,150,39.8,3.0
bmw, 2 Series,2016,12800,Manual,48551,Petrol,145,47.1,1.5
bmw, X3,2018,24400,Automatic,30847,Diesel,145,54.3,2.0
bmw, X3,2016,16900,Automatic,64833,Diesel,145,54.3,2.0
bmw, X1,2017,18500,Automatic,25683,Diesel,150,57.6,2.0
bmw, X3,2017,20600,Automatic,36818,Diesel,145,54.3,2.0
bmw, 4 Series,2016,18000,Automatic,41838,Diesel,145,54.3,2.0
bmw, 1 Series,2018,15500,Automatic,8604,Petrol,145,37.2,1.5
bmw, 1 Series,2018,13100,Manual,21076,Petrol,145,47.1,2.0
bmw, 1 Series,2018,12700,Manual,21593,Petrol,145,53.3,1.5
bmw, 3 Series,2016,14500,Manual,27399,Petrol,145,47.9,2.0
bmw, 3 Series,2017,17100,Automatic,44255,Diesel,145,54.3,3.0
bmw, 3 Series,2019,21250,Automatic,10206,Petrol,145,47.9,2.0
bmw, 3 Series,2017,17200,Automatic,34544,Diesel,145,56.5,3.0
bmw, 1 Series,2018,12700,Manual,20758,Petrol,145,53.3,1.5
bmw, 5 Series,2018,26450,Automatic,16455,Petrol,145,37.7,2.0
bmw, 1 Series,2017,12900,Manual,18942,Petrol,145,53.3,1.5
bmw, X3,2017,20700,Automatic,39809,Diesel,145,54.3,2.0
bmw, X3,2017,19100,Automatic,44585,Diesel,145,54.3,2.0
bmw, X3,2017,22000,Automatic,27385,Diesel,145,54.3,2.0
bmw, 1 Series,2018,15000,Automatic,9951,Petrol,145,37.2,1.5
bmw, 1 Series,2016,14900,Manual,10063,Petrol,145,46.3,2.0
bmw, X5,2017,28400,Automatic,35061,Diesel,145,47.1,3.0
bmw, 1 Series,2015,11000,Automatic,25345,Petrol,145,48.7,1.6
bmw, 5 Series,2019,23000,Automatic,9420,Petrol,145,50.4,2.0
bmw, X3,2016,17800,Automatic,47452,Diesel,145,54.3,2.0
bmw, 3 Series,2016,13300,Manual,19655,Petrol,145,48.7,2.0
bmw, 1 Series,2019,17900,Automatic,8285,Petrol,145,36.7,1.5
bmw, 5 Series,2019,23000,Automatic,11476,Petrol,145,50.4,2.0
bmw, 3 Series,2016,14100,Manual,43015,Diesel,145,56.5,2.0
bmw, 3 Series,2017,17400,Automatic,34437,Diesel,145,56.5,3.0
bmw, 2 Series,2019,19995,Automatic,1000,Petrol,145,50.4,2.0
bmw, 4 Series,2015,16990,Automatic,23000,Diesel,145,56.5,2.0
bmw, 1 Series,2018,23499,Automatic,4666,Petrol,145,32.5,3.0
bmw, 1 Series,2014,10999,Manual,29824,Petrol,150,48.7,1.6
bmw, X3,2016,19750,Automatic,35671,Diesel,145,54.3,2.0
bmw, X4,2017,26400,Automatic,13200,Diesel,145,47.9,3.0
bmw, 2 Series,2019,21491,Automatic,10000,Petrol,145,47.9,2.0
bmw, X4,2017,22000,Automatic,58056,Diesel,145,54.3,2.0
bmw, X1,2017,16500,Automatic,47047,Diesel,145,55.4,2.0
bmw, 5 Series,2019,21950,Automatic,12541,Petrol,145,50.4,2.0
bmw, 1 Series,2016,16295,Automatic,36500,Petrol,145,47.9,2.0
bmw, X3,2016,19995,Automatic,41000,Diesel,150,54.3,2.0
bmw, 4 Series,2017,17000,Automatic,27000,Petrol,150,48.7,2.0
bmw, 3 Series,2017,21000,Automatic,15000,Diesel,145,51.4,3.0
bmw, 1 Series,2018,24500,Automatic,7574,Petrol,145,39.8,3.0
bmw, 3 Series,2018,22999,Automatic,8721,Petrol,145,43.5,2.0
bmw, 2 Series,2019,19999,Manual,313,Petrol,150,39.8,1.5
bmw, 3 Series,2020,23899,Automatic,1255,Petrol,150,47.9,2.0
bmw, X3,2015,17000,Automatic,36275,Diesel,145,54.3,2.0
bmw, 3 Series,2019,23987,Automatic,1049,Petrol,150,47.9,2.0
bmw, 3 Series,2019,23454,Automatic,3551,Petrol,150,47.9,2.0
bmw, 3 Series,2019,23599,Automatic,2784,Petrol,145,47.9,2.0
bmw, 3 Series,2019,23499,Automatic,5634,Petrol,145,47.9,2.0
bmw, X1,2016,18750,Automatic,13165,Diesel,145,55.4,2.0
bmw, X3,2016,17600,Automatic,43410,Diesel,145,54.3,2.0
bmw, 3 Series,2013,10295,Automatic,31850,Petrol,145,47.9,1.6
